X1,GEO.id2,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,GEO.display.label,Median_house_value,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Built_2005_or_later,Built_2000_to_2004,Built_1990s,Built_1980s,Built_1970s,Built_1960s,Built_1950s,Built_1940s,Built_1939_or_earlier,Bedrooms_0,Bedrooms_1,Bedrooms_2,Bedrooms_3,Bedrooms_4,Bedrooms_5_or_more,Owners,Renters,Median_household_income,Mean_household_income
3464,6037920115,6,37,920115,4149,34.429822,-118.549329,"Census Tract 9201.15, Los Angeles County, California",489500,1279,63,5.6,2.83,2.14,0,21.5,48.1,21,3.5,1.7,0.7,0,3.4,0,13.3,22.4,42.9,15.1,6.3,77.2,22.8,100205,113704
2754,6037533107,6,37,533107,3645,33.975021,-118.217773,"Census Tract 5331.07, Los Angeles County, California",537500,1019,49,3.1,4.67,3.29,0,0,8.4,5.6,11.6,9.6,3.8,19.1,41.8,24.8,35.6,18.4,11.6,6.6,2.9,24.5,75.5,35601,41655
4160,6059075302,6,59,75302,4481,33.764509,-117.889975,"Census Tract 753.02, Orange County, California",467600,1156,77,5,3.7,3.65,0,1.6,3.5,5.3,8.8,11.1,61.3,6.2,2.1,0.6,6.7,33.6,42.6,15.7,0.8,58.3,41.7,58713,91687
1899,6037231220,6,37,231220,3824,34.01475,-118.293746,"Census Tract 2312.20, Los Angeles County, California",282600,1160,59,3.9,3.27,3.35,4.7,0.9,1.2,14.8,6.2,13.7,5.3,14.7,38.4,7.8,33.2,40.6,12.7,5.7,0,10.9,89.1,22346,30758
8165,42003250700,42,3,250700,761,40.460217,-80.021765,"Census Tract 2507, Allegheny County, Pennsylvania",59400,437,172,6.3,2.35,3.86,0,1.8,9.2,0,1.8,5.3,10.8,13.3,57.9,0,11.4,26.3,32.3,19.7,10.3,47.2,52.8,20066,30231
10717,42101027200,42,101,27200,4278,40.047459,-75.117483,"Census Tract 272, Philadelphia County, Pennsylvania",147300,1998,119,5.7,2.43,2.69,0.5,0,3.7,2.7,5,19,41,25.3,2.9,0,9,29.8,59.3,0.4,1.7,61.3,38.7,48048,57225
8799,42017104902,42,17,104902,6760,40.243776,-75.080686,"Census Tract 1049.02, Bucks County, Pennsylvania",338500,2621,43,6.3,2.65,2.11,2,23.2,41.1,15.6,8.4,5,1.2,0.6,2.7,0,2.2,24.3,48.1,23.1,2.3,93.6,6.4,95595,108107
9290,42045400801,42,45,400801,2010,39.952957,-75.27268,"Census Tract 4008.01, Delaware County, Pennsylvania",138400,1314,354,3.9,3.48,1.94,0,0,0.6,0.6,6.8,14.5,67.7,5.7,4,1,45.7,47.5,3.4,1.6,0.8,6.6,93.4,41842,45903
6849,6083001000,6,83,1000,6270,34.418582,-119.705607,"Census Tract 10, Santa Barbara County, California",726300,2906,252,3.6,2.46,2.08,3,3.8,4.2,9.1,13.2,10.6,7.4,8.4,40.3,14.1,37.4,31,13,2.3,2.2,15.3,84.7,40139,54820
4425,6061020501,6,61,20501,2879,38.884547,-121.146962,"Census Tract 205.01, Placer County, California",435500,1196,35,6.7,2.68,2.61,2.1,7.5,12.2,14.1,25.7,14.8,7.7,2.6,13.3,0,5.2,18.3,53.2,19.4,3.9,86.2,13.8,68194,87684
5902,6073010009,6,73,10009,6693,32.548144,-117.048133,"Census Tract 100.09, San Diego County, California",326100,1645,105,4.4,4.79,3.57,2.2,13.7,15.1,24.6,18.9,12.5,11.5,0,1.5,22.1,7.9,21.9,20.1,24.7,3.3,39.5,60.5,44764,58056
516,6013336101,6,13,336101,4802,37.967087,-122.034643,"Census Tract 3361.01, Contra Costa County, California",289600,1697,244,3.8,3.07,3.04,0.7,3.7,0.7,15.3,48,14.2,16.4,0.8,0.1,3.7,35.1,33.8,22.9,2.9,1.6,20,80,41175,47256
5098,6067007206,6,67,7206,4131,38.716419,-121.440375,"Census Tract 72.06, Sacramento County, California",288000,1300,87,5.8,3.34,3.4,8.8,4.6,5.6,31.8,18.5,12.7,12.3,2.6,3.1,0.4,2.2,14.6,52.2,26.8,3.8,90.5,9.5,72900,87073
499,6013324002,6,13,324002,5141,37.952222,-122.060338,"Census Tract 3240.02, Contra Costa County, California",491800,2636,94,4,2.45,1.78,1.6,7.8,8.6,34.2,17.8,9.7,14.6,5.4,0.3,3.3,29.4,39.9,20.1,5.9,1.4,29.5,70.5,64741,79446
5382,6071002019,6,71,2019,4757,34.140405,-117.568227,"Census Tract 20.19, San Bernardino County, California",422200,1743,55,5.5,3.17,2.74,0,3.8,29,56.7,8,0.7,0,1.7,0,0,18.1,25.9,20.7,30.6,4.8,55.9,44.1,87630,102958
3982,6059042206,6,59,42206,3287,33.451541,-117.652342,"Census Tract 422.06, Orange County, California",548900,1496,120,5.6,2.08,1.96,0.4,11.4,1.5,19,53.7,11.9,2.1,0,0,0,10.7,29.1,46.5,9.9,3.8,69.4,30.6,79569,103830
10830,42101038000,42,101,38000,2375,40.006426,-75.077507,"Census Tract 380, Philadelphia County, Pennsylvania",93600,931,139,5.5,3.24,2.38,0,0,0,1.9,3,4.8,3.9,18.5,67.9,0,10.8,26.1,52.4,9.2,1.4,59.6,40.4,39500,42604
7163,6085508102,6,85,508102,3321,37.331013,-122.003183,"Census Tract 5081.02, Santa Clara County, California",847600,1222,22,4.7,2.93,2.22,10.3,2.1,21.8,7.2,11.2,12.5,34.2,0.7,0,2.1,24.3,23.8,33,15.2,1.6,45.9,54.1,130929,144466
11063,42125795900,42,125,795900,4255,40.034248,-79.947498,"Census Tract 7959, Washington County, Pennsylvania",86100,1942,276,5.8,2.37,2.74,0.8,3.8,4.5,7.3,11.3,3.3,13.3,8.7,47.1,0,3.6,36.1,47.6,11.6,1.1,84.3,15.7,48947,58396
3574,6041119201,6,41,119201,3288,37.946094,-122.5301,"Census Tract 1192.01, Marin County, California",557600,1962,84,4.1,1.55,1.85,0,0,4.1,12.8,29.1,39.2,13.7,1,0,2.1,27.4,51,16.7,1.5,1.4,27.8,72.2,70682,93445
11123,42129803502,42,129,803502,3986,40.317791,-79.714825,"Census Tract 8035.02, Westmoreland County, Pennsylvania",131500,1653,70,6.4,2.64,1.86,0,0.5,11.4,4.1,14.4,24,19.5,5.1,20.9,0,0.9,19.2,53.7,23.5,2.7,94.5,5.5,65365,70505
2189,6037302004,6,37,302004,4214,34.149012,-118.238623,"Census Tract 3020.04, Los Angeles County, California",428300,1676,43,3.6,3.44,2.42,0,0,6.6,16.5,18.9,4.5,12.8,15.5,25.2,7.1,41.8,39.9,10.4,0.8,0,8.3,91.7,41982,70319
7450,6095252108,6,95,252108,3165,38.060325,-122.161256,"Census Tract 2521.08, Solano County, California",447500,1312,57,5.8,2.59,2.81,1,5,4,30.3,29.3,5.3,8.2,12.7,4.3,0.6,2.3,27.1,32.2,34.5,3.4,79.8,20.2,89028,108606
10725,42101027901,42,101,27901,3827,40.045715,-75.154356,"Census Tract 279.01, Philadelphia County, Pennsylvania",90300,1715,354,6,3.53,3.4,0,0,0.8,0.6,4.6,6.1,21.2,16,50.7,1.7,5.1,11.9,75.5,5.8,0,61.9,38.1,28984,31336
832,6019005522,6,19,5522,4467,36.861422,-119.697996,"Census Tract 55.22, Fresno County, California",395200,1384,151,6.8,3.03,4.05,50.9,28,5.6,4.7,3.5,2.5,2.3,0.4,2.1,0,0,5.3,47.7,29.9,17.1,88.2,11.8,126123,136486
7066,6085504415,6,85,504415,5116,37.425831,-121.869256,"Census Tract 5044.15, Santa Clara County, California",651000,1576,0,6.2,2.9,4.2,0,2.2,23.7,18.8,27.8,25.4,0.6,0.7,0.8,1.1,0.6,3.2,50.4,39.8,4.7,84.3,15.7,129481,136195
6984,6085503121,6,85,503121,4499,37.309241,-121.87587,"Census Tract 5031.21, Santa Clara County, California",338400,1556,54,4.2,3.11,2.08,13,11.3,21.5,28.7,4.2,0.8,6.2,0,14.1,0,20.9,52.5,21.3,4.2,1.1,41.3,58.7,61848,61191
6748,6081606700,6,81,606700,2348,37.540951,-122.322682,"Census Tract 6067, San Mateo County, California",,971,30,6.3,2.73,1.66,0,0,0,3.9,21.6,18.4,37.4,15.7,3,2.1,5.3,15.3,53.1,18.9,5.3,79.5,20.5,119931,154856
5730,6073003213,6,73,3213,4193,32.687904,-117.031437,"Census Tract 32.13, San Diego County, California",379600,1096,58,6.3,3.76,4.26,0,0,1.6,59.6,20.7,15.6,2.6,0,0,0,0,0,42.3,44.6,13,81.1,18.9,87092,94848
5846,6073008502,6,73,8502,6241,32.835544,-117.206249,"Census Tract 85.02, San Diego County, California",456000,2415,38,5.5,2.46,3.03,1.1,0,0.5,1.3,13.3,18.5,59.3,6,0,0,6.5,19.8,54,15.3,4.3,61.7,38.3,60391,72120
4180,6059075702,6,59,75702,3343,33.758346,-117.814609,"Census Tract 757.02, Orange County, California",660100,1174,0,6.9,2.59,3.16,1.4,2.9,6.3,1,14.6,28.1,42.2,2.6,1,2,2.2,1.2,39.9,48,6.7,84.3,15.7,106607,142437
2142,6037296401,6,37,296401,3191,33.742191,-118.314357,"Census Tract 2964.01, Los Angeles County, California",532500,1318,147,5.3,2.47,1.32,1.2,0,0.5,1.1,30.3,13.7,49.4,2.7,1.2,0,9.8,37.5,46.5,3.2,3,91.1,8.9,94096,100198
2971,6037554518,6,37,554518,5435,33.867851,-118.040553,"Census Tract 5545.18, Los Angeles County, California",619500,1614,8,6.1,3.25,3.72,1.2,0,0,4.3,58.1,34,0.4,2,0,0.7,0,4.3,47.1,43.8,4,80.5,19.5,89639,96727
2725,6037531604,6,37,531604,3580,34.024063,-118.162269,"Census Tract 5316.04, Los Angeles County, California",390200,955,67,3.8,3.89,4.03,0,2.2,10.2,4.4,20.8,6.7,18.2,4.8,32.7,8.8,30.9,40.6,18.4,0.7,0.5,19.6,80.4,31471,42422
1023,6029002814,6,29,2814,4158,35.335738,-119.049337,"Census Tract 28.14, Kern County, California",168100,1675,170,4.4,2.92,2.7,0,3.3,1.5,6.7,45.7,39.3,2.7,0,0.7,5.2,16.1,37.6,26.6,14.5,0,40,60,37018,47279
10167,42091200505,42,91,200505,6905,40.212906,-75.199454,"Census Tract 2005.05, Montgomery County, Pennsylvania",555100,2464,204,7.9,3.24,1.83,1.2,18.3,26.9,7.9,8.8,20.5,8,2.8,5.6,1.8,20.1,9.9,15.8,46.6,5.7,75.1,24.9,117054,191154
6705,6081602300,6,81,602300,3753,37.650231,-122.422994,"Census Tract 6023, San Mateo County, California",607500,1200,0,5.4,3.51,2.73,0,9,2.8,6.8,4.3,13.8,25.4,27.3,10.7,5.8,10.3,15,45.8,19.5,3.6,66.7,33.3,80060,80807
207,6001435102,6,1,435102,5179,37.655166,-122.044197,"Census Tract 4351.02, Alameda County, California",598300,1569,63,6.1,2.76,2.25,7.1,0.8,26.1,32.1,16.7,9.9,2.7,0,4.6,1.6,9.4,19.8,30.7,27.7,10.7,79.8,20.2,107625,110460
3704,6053010202,6,53,10202,4386,36.843041,-121.684059,"Census Tract 102.02, Monterey County, California",491700,1344,44,5.8,3.64,2.65,2.2,2.2,8.7,17.2,32.9,10.7,15.4,5.7,5,1.6,6.1,21.6,51.9,17.2,1.6,72.4,27.6,76000,96176
7886,6111003700,6,111,3700,6679,34.182203,-119.191191,"Census Tract 37, Ventura County, California",360200,1375,110,5.6,4.88,4.4,0,0,0.7,5.5,6.5,23.1,58.8,5.4,0,6.9,1.6,7.1,37.7,36,10.7,78.2,21.8,62688,77553
3644,6047001002,6,47,1002,13467,37.335755,-120.486327,"Census Tract 10.02, Merced County, California",194400,4650,742,5.9,3.36,3.25,30.1,23.5,11.3,21.2,6.4,3.5,1.3,0.4,2.3,1.8,4.7,17.1,37.6,27.4,11.4,52.6,47.4,66734,69697
4680,6065042622,6,65,42622,4107,33.926627,-117.192013,"Census Tract 426.22, Riverside County, California",255100,1190,135,6.1,4.14,2.7,73.2,9.6,1.6,10.4,3.1,0,0.8,1.3,0,2.9,4.1,23.9,17.5,41.6,10,63.3,36.7,68547,77839
529,6013338302,6,13,338302,5807,37.911972,-122.021551,"Census Tract 3383.02, Contra Costa County, California",837700,2186,0,7.2,2.56,2.61,1.2,0,7,6.4,22.2,35.1,26.7,0.7,0.7,0,2.1,7.6,30.9,41.9,17.6,92.7,7.3,127155,166231
2711,6037530901,6,37,530901,4080,34.043407,-118.188568,"Census Tract 5309.01, Los Angeles County, California",351700,956,47,4.5,4.91,4.34,3.5,2.6,5.5,0.8,7.8,9.2,14.2,13.7,42.6,2.4,19.2,32.9,33.6,11.4,0.4,41.4,58.6,42422,75048
369,6005000401,6,5,401,5020,38.386003,-120.757167,"Census Tract 4.01, Amador County, California",329900,2445,356,5.3,2.13,2.34,5.8,6.9,7.4,27.3,18.3,4,3.7,7,19.6,2.8,11.1,34.4,36.2,11.2,4.4,62.9,37.1,46142,58868
4502,6063000100,6,63,100,5500,39.937887,-120.921539,"Census Tract 1, Plumas County, California",228300,2708,268,4.9,2.02,2.39,1.3,1.9,8.6,15.1,28.1,14.9,6.8,10.6,12.7,4,14.1,34.9,39.8,6.2,1,64.8,35.2,51415,53232
6638,6079010701,6,79,10701,4650,35.325376,-120.833458,"Census Tract 107.01, San Luis Obispo County, California",434600,2116,142,5.3,2.4,2.39,2,0.7,1.2,26.4,49,11.8,4.1,3.8,1.1,0,4.7,33.7,53.9,7.3,0.4,71.5,28.5,62500,70681
4410,6059110603,6,59,110603,8540,33.868813,-117.993004,"Census Tract 1106.03, Orange County, California",456200,2403,77,4.1,4.08,3.65,4.7,0.4,6.7,15.7,18.8,29.3,15.7,5.8,2.7,5.9,20.1,53.3,13.9,6.8,0.1,18.1,81.9,42472,65425
2607,6037482101,6,37,482101,4568,34.059172,-118.134681,"Census Tract 4821.01, Los Angeles County, California",476500,1564,83,4.6,3.31,3.38,0,4.2,5.6,9.7,20.3,15.2,14.4,16.2,14.5,6.3,9.7,33.2,39.3,7,4.6,46.9,53.1,59583,71130
6598,6077005126,6,77,5126,4131,37.818705,-121.222461,"Census Tract 51.26, San Joaquin County, California",181300,1421,88,5,2.81,3.06,0,1.3,13.9,23.2,37.5,14.6,8,1.5,0,0,6.1,32.9,48,11,2,47,53,42188,51665
7537,6097151305,6,97,151305,5405,38.341842,-122.706208,"Census Tract 1513.05, Sonoma County, California",318800,2441,132,3.8,2.39,2.15,4.6,0,14,25,27.3,18.1,9.1,1,0.9,2.9,34.2,29.5,24.6,7.2,1.6,28.2,71.8,44375,50144
4318,6059099241,6,59,99241,4274,33.727001,-117.979819,"Census Tract 992.41, Orange County, California",597100,1691,58,4.4,3.5,2.15,0,0,7.9,11.1,40.5,36,3.3,0.6,0.6,3.7,28.9,24.4,24.7,17.1,1.1,38.9,61.1,67331,73157
8264,42003450800,42,3,450800,2540,40.518466,-80.168179,"Census Tract 4508, Allegheny County, Pennsylvania",74100,1422,178,4.9,2.12,1.95,0,0,0.6,0.6,20.2,4.9,12.3,14.1,47.3,1.7,28,34.3,27.6,8.4,0,48.2,51.8,30144,37026
6125,6073017502,6,73,17502,3641,33.041027,-117.276817,"Census Tract 175.02, San Diego County, California",584000,1251,59,4.9,3.38,2.61,3,6.9,3.9,13.9,34.1,27.3,8.4,2.2,0.4,2.4,5.8,48.7,31.7,10.4,1,42.8,57.2,51250,75816
346,6001451403,6,1,451403,2220,37.69124,-121.784165,"Census Tract 4514.03, Alameda County, California",446300,775,97,5.6,3.45,3.25,0,0,22.2,1.4,8.5,27.9,40,0,0,0,3,6.2,70.8,18.5,1.5,75.8,24.2,91875,102028
3793,6055200804,6,55,200804,5566,38.293742,-122.307169,"Census Tract 2008.04, Napa County, California",359100,1786,37,4.5,2.8,3.54,0,0,10.1,12.6,9.6,23.7,21.4,20.3,2.2,0.4,21.3,35.5,42.3,0.4,0,42.6,57.4,52470,57612
4357,6059099513,6,59,99513,2141,33.719716,-118.069786,"Census Tract 995.13, Orange County, California",808800,1351,95,4.8,2.08,1.59,1.5,4.1,5.3,8.2,43.1,30.1,0,0.9,6.8,8.4,12.1,36.4,18.3,22.1,2.8,80.4,19.6,77938,133934
9624,42065950400,42,65,950400,1913,41.164907,-79.079824,"Census Tract 9504, Jefferson County, Pennsylvania",107400,953,19,6.2,2.36,1.87,0,2.3,2.6,5.8,18.5,5.5,14.3,6.4,44.7,0,9.5,28.5,31.6,22.6,7.8,71.1,28.9,42206,80551
2172,6037301203,6,37,301203,4368,34.166166,-118.260711,"Census Tract 3012.03, Los Angeles County, California",425200,1964,85,4,2.59,2.09,0.5,2.3,4,10.8,31.8,9.4,14.9,6.8,19.6,3.1,29.1,48,17.3,2,0.6,40.3,59.7,63718,75022
10028,42079217500,42,79,217500,2755,40.956408,-75.97671,"Census Tract 2175, Luzerne County, Pennsylvania",88100,1147,290,5.6,2.96,2.88,0,1.6,1.6,2.2,3.8,7,15.3,14.1,54.5,2.4,16.2,25.5,37.4,6.8,11.8,55.8,44.2,32326,43359
9668,42069110202,42,69,110202,4905,41.534862,-75.623072,"Census Tract 1102.02, Lackawanna County, Pennsylvania",181500,2391,224,5.8,2.3,1.91,2.5,3,10.6,17.4,17.4,13.9,10.5,5.1,19.5,0,7.2,21.3,57.1,8.9,5.6,82.6,17.4,49861,73276
4163,6059075403,6,59,75403,7081,33.754832,-117.843893,"Census Tract 754.03, Orange County, California",286500,2508,41,4.2,3.09,2.86,0,0,1.5,9.8,57,8.7,19.4,2.2,1.5,3.1,30.9,33.8,19.4,12.7,0,70.8,29.2,52245,74708
3620,6045011600,6,45,11600,5802,39.138206,-123.204066,"Census Tract 116, Mendocino County, California",271200,2389,158,3.9,2.74,2.49,2,3,13,18.1,19.3,16.1,13.5,6.5,8.5,6.7,35.5,37.3,15.4,3.8,1.2,27.6,72.4,35543,44416
3574,6041119201,6,41,119201,3288,37.946094,-122.5301,"Census Tract 1192.01, Marin County, California",557600,1962,84,4.1,1.55,1.85,0,0,4.1,12.8,29.1,39.2,13.7,1,0,2.1,27.4,51,16.7,1.5,1.4,27.8,72.2,70682,93445
7963,6111007510,6,111,7510,6565,34.22124,-118.825517,"Census Tract 75.10, Ventura County, California",823000,2123,43,7.8,3.17,4.76,0,23.2,46.3,25.5,5,0,0,0,0,0,0,0,23.4,63.4,13.2,94.5,5.5,167821,179423
2443,6037430301,6,37,430301,4422,34.160485,-117.997718,"Census Tract 4303.01, Los Angeles County, California",676100,1699,71,6.1,2.58,2.31,0.9,1.1,5.7,5.7,6.2,10.8,28,15.2,26.5,0,2.7,27.5,46.9,18.7,4.2,85.9,14.1,103611,119948
2464,6037431501,6,37,431501,4107,34.100185,-118.032703,"Census Tract 4315.01, Los Angeles County, California",460300,1503,37,4.9,2.85,2.69,12.2,5.6,4.1,7.9,12.4,15.1,23.4,15.2,4.1,3.1,11,33.7,42,10.2,0,56.8,43.2,61172,71840
1508,6037141400,6,37,141400,4412,34.157614,-118.475808,"Census Tract 1414, Los Angeles County, California",,2013,88,5.4,2.78,2.05,3.5,1.8,6.5,13.8,10.3,18.7,31,8.6,5.7,4.5,13.7,28.5,24.3,16.6,12.3,52.7,47.3,109238,137375
3149,6037602002,6,37,602002,3195,33.927364,-118.34032,"Census Tract 6020.02, Los Angeles County, California",417300,890,61,4.6,3.8,3.45,0,5.2,12.4,1.5,10.3,28.7,25.6,12.4,4,4.5,14.4,36.9,37.1,6.6,0.6,43.4,56.6,47625,61008
511,6013334001,6,13,334001,3749,37.963224,-122.001193,"Census Tract 3340.01, Contra Costa County, California",410500,1547,72,5.3,2.65,2.22,0.3,2.5,3.7,14.2,18.9,16.8,29.9,11.4,2.4,0,18.8,20,27.6,31.6,2,51,49,59375,72783
11182,42131400400,42,131,400400,4273,41.551881,-75.924724,"Census Tract 4004, Wyoming County, Pennsylvania",154800,1832,238,5.9,2.62,2.59,0.8,5.8,19.1,9.1,31.7,4.5,10.1,4.6,14.4,0.7,0.9,28.3,49,19.6,1.5,81,19,52222,63403
8876,42019911900,42,19,911900,4702,40.792539,-80.137872,"Census Tract 9119, Butler County, Pennsylvania",169600,2557,171,5.6,2.33,1.51,0,2.3,14.5,13.8,14.6,15.1,8.8,5.2,25.7,5.6,15.4,31.7,33.4,12.1,1.8,55.5,44.5,48384,62865
3899,6059021816,6,59,21816,4833,33.876494,-117.793759,"Census Tract 218.16, Orange County, California",655900,1779,51,6.4,2.67,2.6,0.5,0.3,0.8,14.9,52.1,29.1,2.2,0,0,1.6,0,16.3,32.5,41.4,8.2,87.6,12.4,91071,112510
8067,42001030900,42,1,30900,7300,39.859936,-77.050693,"Census Tract 309, Adams County, Pennsylvania",182400,3000,86,5.4,2.69,1.98,6.5,11.8,21.2,18,13.5,5.1,5.3,2.7,15.8,1,18,19.9,43.4,15,2.7,62.1,37.9,49927,58963
324,6001450602,6,1,450602,8722,37.673284,-121.91457,"Census Tract 4506.02, Alameda County, California",763800,3359,149,6,2.86,2.33,6,7.5,16,28.7,22.7,17.7,1,0.5,0,0.7,11.6,25.1,23,27.4,12.3,66.6,33.4,131282,150931
7707,6101050301,6,101,50301,2403,39.118469,-121.628865,"Census Tract 503.01, Sutter County, California",238600,1054,45,6,2.72,2.23,0,0.8,3.6,29.4,17.6,12.1,27.5,5.6,3.3,0.9,6.6,24,50.1,15.8,2.5,59.3,40.7,51611,75201
1617,6037192002,6,37,192002,2735,34.083639,-118.35488,"Census Tract 1920.02, Los Angeles County, California",782400,1497,109,4.6,2.12,1.61,0,0,1.9,2.5,5,5.8,5.2,14,65.7,4.9,23.4,52.2,14.2,4.2,1.1,32.3,67.7,84359,120010
7068,6085504417,6,85,504417,323,37.433009,-121.855566,"Census Tract 5044.17, Santa Clara County, California",779400,110,34,8.2,4.53,5.31,0,4.5,4.5,32.7,15.5,11.8,0,0,30.9,0,0,30.9,9.1,23.6,36.4,78.9,21.1,96739,175409
9382,42045407804,42,45,407804,4506,39.936204,-75.319108,"Census Tract 4078.04, Delaware County, Pennsylvania",285100,1584,41,7,3.15,1.11,0,1.3,0,0,1.3,7.3,64.1,20,6.1,0,0.7,5.1,65.4,24.6,4.3,95.9,4.1,102480,109686
134,6001422800,6,1,422800,8368,37.866717,-122.258913,"Census Tract 4228, Alameda County, California",350000,1484,106,2.9,3.33,1.97,0,4,2.4,5.6,14.8,12.8,9.6,11.2,39.7,21.2,53.9,13.7,3.6,5.1,2.4,0.2,99.8,25145,28492
4179,6059075701,6,59,75701,6879,33.766863,-117.829687,"Census Tract 757.01, Orange County, California",635400,2217,111,5.4,3.72,2.85,3.2,0,0,2.7,18.5,52,17.4,1.1,5.1,0,9,36.4,27,18,9.6,57.5,42.5,74401,95551
3189,6037603802,6,37,603802,4153,33.891486,-118.348272,"Census Tract 6038.02, Los Angeles County, California",452400,1246,64,4.5,2.66,3.34,2.6,0,9.7,23.8,9.4,25.2,14.8,12.8,1.7,2.7,10.4,47.9,34.8,3.2,1,26.2,73.8,33718,52552
4932,6065049400,6,65,49400,2978,33.756319,-116.267893,"Census Tract 494, Riverside County, California",367500,1519,269,5.7,1.91,2.92,42.2,38.8,11.1,7.8,0,0,0,0,0,0.6,0,65.2,29.2,5,0,73.8,26.2,45647,65410
9157,42039111000,42,39,111000,2403,41.65368,-79.695118,"Census Tract 1110, Crawford County, Pennsylvania",74200,1169,120,6,2.34,2.6,0.7,2.6,8,9.4,19.8,11.7,11.1,5.8,30.9,0.7,5.1,31.4,47.2,12.7,2.8,78.4,21.6,38147,47716
7097,6085505304,6,85,505304,3265,37.359325,-121.981023,"Census Tract 5053.04, Santa Clara County, California",621400,1092,72,6,2.81,2.57,0.9,0,1.1,3.8,2.3,17.5,73.4,0.9,0,0,0,3,74.4,17,5.6,81.9,18.1,99500,116392
9020,42029302802,42,29,302802,5335,40.007304,-75.559314,"Census Tract 3028.02, Chester County, Pennsylvania",507300,1831,84,8.5,2.79,2.83,1.7,14.9,24.1,16.9,13.5,18.2,4.5,1,5.1,0,0.4,13.1,26.2,49.9,10.4,93.9,6.1,116838,156425
713,6019001303,6,19,1303,2888,36.724903,-119.75899,"Census Tract 13.03, Fresno County, California",244000,610,81,5.1,3.76,5,4.8,7.9,1.6,2.8,8.9,8.9,32.6,18.5,14.1,0,1.5,44.3,31.6,15.4,7.2,38,62,27146,36418
5569,6071009710,6,71,9710,7120,34.486745,-117.199201,"Census Tract 97.10, San Bernardino County, California",187000,2371,200,5.3,3.26,3.62,15.6,4,11,32.9,19.9,9.4,6.5,0.6,0,0,3,31.3,46,10.1,9.7,54.2,45.8,42997,50379
10402,42095016400,42,95,16400,4269,40.700351,-75.478956,"Census Tract 164, Northampton County, Pennsylvania",234800,1631,54,6.8,2.58,3.2,22.2,25.3,11.6,9,10.7,8.9,3.2,3,6.1,0,0.4,17.3,58.6,22.8,0.9,93.5,6.5,75781,86071
1635,6037195202,6,37,195202,3185,34.102899,-118.279093,"Census Tract 1952.02, Los Angeles County, California",849700,1583,151,5.1,2.19,2.23,0,0,5.2,2.2,6.2,10.6,25.6,7.5,42.7,0.9,16.6,37.3,35.7,7.3,2.3,57.3,42.7,130708,142299
1489,6037139303,6,37,139303,4186,34.175897,-118.533288,"Census Tract 1393.03, Los Angeles County, California",292800,2012,124,3.4,2.17,2.47,0,0,3.1,13.2,46.7,23.9,12.7,0.4,0,8.5,39.6,39.2,12.5,0.2,0,35.9,64.1,45278,57032
3988,6059042313,6,59,42313,6471,33.469212,-117.698008,"Census Tract 423.13, Orange County, California",770900,3224,262,4.3,1.99,2.22,0.3,0.8,3.3,17.6,34.7,25.1,10.9,2.8,4.3,1.8,22.4,44.3,27.6,3.6,0.3,35.4,64.6,69330,86980
8389,42003513800,42,3,513800,2159,40.404909,-79.868498,"Census Tract 5138, Allegheny County, Pennsylvania",41100,1332,532,5.1,2.85,2.65,0.5,2,10.4,5,1.7,2.9,2.6,15.3,59.7,0,14.3,34.2,34.8,12.9,3.8,40.5,59.5,22283,30679
6424,6075030500,6,75,30500,3046,37.75104,-122.452839,"Census Tract 305, San Francisco County, California",847500,1072,73,5.4,2.26,1.71,0,0,0.8,5.9,4.1,10,72.1,6.2,0.9,4.9,6,29.3,45.1,11.7,3.2,78.6,21.4,110114,136581
9141,42037051100,42,37,51100,8176,41.00902,-76.450487,"Census Tract 511, Columbia County, Pennsylvania",136700,1430,168,5.5,2.31,3.08,1.8,10.6,2.2,8.2,7.7,6.7,8.4,6.2,48.1,0.6,9.2,38.2,28.9,17.8,5.4,33.9,66.1,31830,45823
11111,42129802500,42,129,802500,2234,40.336172,-79.60477,"Census Tract 8025, Westmoreland County, Pennsylvania",86600,1193,138,5.7,2.14,2.33,0,1,3.3,2.7,13.3,7,27.7,18.4,26.6,0,12.6,37.6,42,7.9,0,74,26,47862,48947
1855,6037221900,6,37,221900,3664,34.027131,-118.289857,"Census Tract 2219, Los Angeles County, California",146900,1066,85,3,5.47,2.55,1.3,4.3,14.6,16.8,30.3,7.6,2.8,2.8,19.4,20.3,37.7,21.1,9.4,7.9,3.7,6.9,93.1,11843,25348
6066,6073016806,6,73,16806,4081,32.82638,-116.928802,"Census Tract 168.06, San Diego County, California",284700,1535,104,4.9,2.46,2.92,4.1,7.9,11.3,15.2,28.7,20.1,9.3,1.3,2.1,0.7,8.7,47.3,34.3,6.1,2.9,54.2,45.8,44375,53505
4008,6059042338,6,59,42338,4580,33.484524,-117.703771,"Census Tract 423.38, Orange County, California",766300,2061,165,6,2.57,2.32,0,0,23.1,48.3,25.2,3,0.4,0,0,0,14.6,19.6,34.6,29.5,1.8,69.9,30.1,99712,114521
591,6013357000,6,13,357000,3018,38.051821,-122.2155,"Census Tract 3570, Contra Costa County, California",390900,1699,220,5.2,2.16,1.62,0.5,2.8,0.6,12.4,3.2,6.6,4.6,6.6,62.6,4.2,21,31.5,27.8,11.7,3.8,70.7,29.3,77841,89844
